2021-05-05 10:20:45,737 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.capitalone.dashboard.auth.DefaultAuthenticationTest], using SpringBootContextLoader
2021-05-05 10:20:46,081 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:20:46,082 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5b3a8bea, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6ba0dcba, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@6d7772d3, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@38394e76, org.springframework.test.context.support.DirtiesContextTestExecutionListener@37d3e740, org.springframework.test.context.transaction.TransactionalTestExecutionListener@5afba80c, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@c4ca86a, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@7e741d6b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@56351c02, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@51097500, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@386f88b3, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@662e5590, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1885905b]
2021-05-05 10:20:46,089 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:20:46,090 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@10280879, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3472f3ab, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@5e557671, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@1f2497d9, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4f1f2f84, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6c537267, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@19c06762, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@22e1a1dc, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@14b4d90b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@638341b0, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7962c1d5, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@56226064, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@646c872a]
2021-05-05 10:20:46,099 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:20:46,099 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@38d308e7, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6b6f73d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@4c6fabba, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@3f2ab6ec, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1f1e15de, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2ea0161f, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1f235a0a, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@75d402d4, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1a0b4955, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3435a4e5, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@31434b63, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@64d42d3d, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@24558113]
2021-05-05 10:20:46,108 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:20:46,111 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@73b10975, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6318ff9, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@69b80603, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@5655278d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2dd46693, org.springframework.test.context.transaction.TransactionalTestExecutionListener@27107a97, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@eb1e868, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@71a7cf7c, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7f49df25, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5b29d699, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@5a5a973c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@15c96f24, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@24482a4f]
2021-05-05 10:20:46,119 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:20:46,120 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@820b78a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6a9ac8b, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7683ea43, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@15a41088, org.springframework.test.context.support.DirtiesContextTestExecutionListener@18356951, org.springframework.test.context.transaction.TransactionalTestExecutionListener@53335328, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3a0b6aff, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@f1e1d66, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@3cd28235, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@75312c94, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@140cfc5f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@6b063695, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@43edd2ea]
2021-05-05 10:20:46,127 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
